Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700060903,Shittum Creek-Coyote Creek,84.80,16.23,36.28,68.28
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700060904,Blue Pool Wash-Wahweap Creek,61.80,13.80,36.33,61.44
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700070102,Bryce Creek,35.20,38.27,31.13,42.69
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700070105,Henrieville Creek,69.60,30.87,29.72,56.15
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700070106,Coal Bench-Paria River,38.90,22.63,31.32,49.20
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700070604,Sand Gulch,56.50,20.53,19.15,51.71
W Colorado River,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,140700070606,West Clark Bench-Paria River,71.30,15.53,23.60,59.79
W Colorado River,5A:Which impaired AUs overlap tribal lands?,140600070401,,,,,
W Colorado River,5B. Which impaired AUs are drinking water sources for tribal nations?,140600070401,,,,,
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600070201,Gooseberry Creek,4.80,38.70,50.00,38.70
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600070303,Outlet Willow Creek,61.30,68.60,50.00,47.57
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600070506,Kenilworth Wash-Price River,44.50,100.00,50.00,31.50
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600070809,Mounds Reservoir-Price River,72.30,21.40,50.00,66.97
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600071003,Lucky Flats Wash-Price River,91.40,11.60,50.00,76.60
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600071102,Coleman Wash-Price River,89.30,5.50,50.00,77.93
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600071106,Book Cliffs-Price River,61.60,9.60,50.00,67.33
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080107,Saleratus Wash,58.30,7.40,50.00,66.97
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080205,Butler Wash-Green River,63.40,30.80,50.00,60.87
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080207,Lower Browns Wash,55.80,14.60,50.00,63.73
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080208,Gunnison Valley-Green River,52.70,76.20,50.00,42.17
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080304,Lower LIttle Grand Wash,65.10,1.20,50.00,71.30
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080401,Fivemile Wash,74.70,6.00,50.00,72.90
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080402,Ninemile Wash,96.40,0.50,50.00,81.97
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080403,Salt Wash,70.50,4.00,50.00,72.17
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080404,Crystal Geyser-Green River,66.20,7.40,50.00,69.60
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080405,Dry Lake Wash,78.90,12.80,50.00,72.03
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080406,Dry Lake Outlet-Green River,55.00,29.60,50.00,58.47
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080407,White Wash-Green River,69.60,3.90,50.00,71.90
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080408,Bull Hollow-Green River,73.70,0.10,50.00,74.53
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080508,Dripping Spring-Tenmile Canyon,80.20,0.60,50.00,76.53
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080605,Lower Barrier Creek,100.00,13.50,50.00,78.83
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080701,Spring Canyon,85.30,2.70,50.00,77.53
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080702,Keg Spring Canyon-Green River,73.80,11.40,50.00,70.80
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080703,Hell Roaring Canyon,82.90,6.10,50.00,75.60
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080704,Deadman Point-Green River,68.10,10.40,50.00,69.23
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080705,Mineral Canyon,90.10,7.00,50.00,77.70
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080706,Horsethief Canyon,89.90,2.70,50.00,79.07
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080708,Upheaval Canyon-Green River,70.00,22.30,50.00,65.90
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080801,Millard Canyon,93.40,3.00,50.00,80.13
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080802,Holeman Spring Mesa-Green River,70.10,25.00,50.00,65.03
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080804,Horse Canyon,91.80,27.30,50.00,71.50
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080805,Soda Springs Basin-Green River,70.70,27.90,50.00,64.27
W Colorado River,6A. What high quality watersheds support aquatic SGCNs?,140600080806,Jasper Canyon-Green River,74.80,34.80,50.00,63.33
